iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
92,7.8433636175753926e-02,4.3132784057200472e-03,3.9155544224600547e-03,1.8947614802914736e-02,1.0419807337018194e-03,2.8271069497323761e-02,1.5633150026023413e-03,nan,2.1467122673022140e-01,0.0000000000000000e+00,-4.7584510221435279e+00,-4.7545354677210678e+00,2.4157511657953690e-01,0.0000000000000000e+00,7.8433636175753926e-02,4.3132784057200472e-03,3.9155544224600547e-03,1.8947614802914736e-02,1.0419807337018194e-03,2.8271069497323761e-02,1.5633150026023413e-03,nan,2.1467122673022140e-01,0.0000000000000000e+00,-4.7584510221435279e+00,-4.7545354677210678e+00,2.4157511657953690e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.2447569126832250e-02,1.8671353690248478e-02,4.6588331758130597e-03,6.9882497637194785e-03,0.0000000000000000e+00,0,0,1.8229258000000002e-02,
93,6.7846514323141122e-02,5.3286284165278437e-03,5.0098217192955374e-03,1.6353191128967104e-02,1.2843707568482021e-03,2.5856672225338242e-02,1.8586265356613483e-03,nan,2.1451306072213377e-01,0.0000000000000000e+00,-4.7556063936747588e+00,-4.7505965719554633e+00,2.4103214869786388e-01,0.0000000000000000e+00,6.7846514323141122e-02,5.3286284165278437e-03,5.0098217192955374e-03,1.6353191128967104e-02,1.2843707568482021e-03,2.5856672225338242e-02,1.8586265356613483e-03,nan,2.1451306072213377e-01,0.0000000000000000e+00,-4.7556063936747588e+00,-4.7505965719554633e+00,2.4103214869786388e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.4957842160785091e-02,2.2436763241177635e-02,5.9187993751073087e-03,8.8781990626609630e-03,0.0000000000000000e+00,0,0,1.8429892000000000e-02,
94,5.6773413583867186e-02,6.2115693549908346e-03,5.9884088931463353e-03,1.3650722528373099e-02,1.4935231894321055e-03,2.3303454144479652e-02,2.1317124015709688e-03,nan,2.1422033229388066e-01,0.0000000000000000e+00,-4.7547786004105861e+00,-4.7487901915174398e+00,2.4044216591288617e-01,0.0000000000000000e+00,5.6773413583867186e-02,6.2115693549908346e-03,5.9884088931463353e-03,1.3650722528373099e-02,1.4935231894321055e-03,2.3303454144479652e-02,2.1317124015709688e-03,nan,2.1422033229388066e-01,0.0000000000000000e+00,-4.7547786004105861e+00,-4.7487901915174398e+00,2.4044216591288617e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7423985566139534e-02,2.6135978349209242e-02,7.0187090730506885e-03,1.0528063609575922e-02,0.0000000000000000e+00,0,0,1.8530736999999999e-02,
95,4.5415216101058753e-02,6.9535374063611774e-03,6.8429165350361032e-03,1.0891251542891056e-02,1.6675628017944477e-03,2.0695631882326978e-02,2.3691319769022826e-03,nan,2.1380412176684754e-01,0.0000000000000000e+00,-4.7558933329044164e+00,-4.7490504163693803e+00,2.3981503288800055e-01,0.0000000000000000e+00,4.5415216101058753e-02,6.9535374063611774e-03,6.8429165350361032e-03,1.0891251542891056e-02,1.6675628017944477e-03,2.0695631882326978e-02,2.3691319769022826e-03,nan,2.1380412176684754e-01,0.0000000000000000e+00,-4.7558933329044164e+00,-4.7490504163693803e+00,2.3981503288800055e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9659841911059898e-02,2.9489762866589792e-02,7.9472735531478378e-03,1.1920910329721757e-02,0.0000000000000000e+00,0,0,1.8695734000000002e-02,
96,3.5605452970362821e-02,7.5487686886434027e-03,7.5667748720711359e-03,8.5154211505565174e-03,1.8053679756704355e-03,1.8131488103260544e-02,2.5637426438380878e-03,nan,2.1327731775257025e-01,0.0000000000000000e+00,-4.7588490955966121e+00,-4.7512823207245409e+00,2.3916059030746115e-01,0.0000000000000000e+00,3.5605452970362821e-02,7.5487686886434027e-03,7.5667748720711359e-03,8.5154211505565174e-03,1.8053679756704355e-03,1.8131488103260544e-02,2.5637426438380878e-03,nan,2.1327731775257025e-01,0.0000000000000000e+00,-4.7588490955966121e+00,-4.7512823207245409e+00,2.3916059030746115e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1567499866524415e-02,3.2351249799786541e-02,8.6971314384012288e-03,1.3045697157601843e-02,0.0000000000000000e+00,0,0,1.8844579000000000e-02,
97,3.1185285659346876e-02,7.9943888703872031e-03,8.1548140728617824e-03,7.4373344581786099e-03,1.9065704405369088e-03,1.5728267562797021e-02,2.7118781279791148e-03,nan,2.1265419067133226e-01,0.0000000000000000e+00,-4.7635181086022760e+00,-4.7553632945294142e+00,2.3848857885800662e-01,0.0000000000000000e+00,3.1185285659346876e-02,7.9943888703872031e-03,8.1548140728617824e-03,7.4373344581786099e-03,1.9065704405369088e-03,1.5728267562797021e-02,2.7118781279791148e-03,nan,2.1265419067133226e-01,0.0000000000000000e+00,-4.7635181086022760e+00,-4.7553632945294142e+00,2.3848857885800662e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.3094237846917366e-02,3.4641356770376074e-02,9.2648197727738246e-03,1.3897229659160848e-02,0.0000000000000000e+00,0,0,1.8999580000000002e-02,
98,2.6446316345589135e-02,8.2903522800362676e-03,8.6031855590276152e-03,6.2891606201908364e-03,1.9715168042981346e-03,1.3628000367090623e-02,2.8121036520081678e-03,nan,2.1194997400603277e-01,0.0000000000000000e+00,-4.7697480350233326e+00,-4.7611448494643049e+00,2.3780856804428940e-01,0.0000000000000000e+00,2.6446316345589135e-02,8.2903522800362676e-03,8.6031855590276152e-03,6.2891606201908364e-03,1.9715168042981346e-03,1.3628000367090623e-02,2.8121036520081678e-03,nan,2.1194997400603277e-01,0.0000000000000000e+00,-4.7697480350233326e+00,-4.7611448494643049e+00,2.3780856804428940e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4213926158745028e-02,3.6320889238117660e-02,9.6506413562003068e-03,1.4475962034300460e-02,0.0000000000000000e+00,0,0,1.9103846000000001e-02,
99,2.1480883644196931e-02,8.4393586768146782e-03,8.9099261453586820e-03,5.0937591022262550e-03,2.0012240087055322e-03,1.1995945828645342e-02,2.8645922738639025e-03,nan,2.1118051467547996e-01,0.0000000000000000e+00,-4.7773652609246335e+00,-4.7684553347792749e+00,2.3712986796063837e-01,0.0000000000000000e+00,2.1480883644196931e-02,8.4393586768146782e-03,8.9099261453586820e-03,5.0937591022262550e-03,2.0012240087055322e-03,1.1995945828645342e-02,2.8645922738639025e-03,nan,2.1118051467547996e-01,0.0000000000000000e+00,-4.7773652609246335e+00,-4.7684553347792749e+00,2.3712986796063837e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4918245285062191e-02,3.7377367927593268e-02,9.8584418843581378e-03,1.4787662826537096e-02,0.0000000000000000e+00,0,0,1.9263843999999999e-02,
100,1.8786775364653115e-02,8.4466612033366369e-03,9.0746279327005297e-03,4.4423479330084614e-03,1.9973096611387575e-03,1.0990801187635258e-02,2.8707517007086534e-03,nan,2.1077489346757589e-01,0.0000000000000000e+00,-4.7861778580860985e+00,-4.7771032301533980e+00,2.3646143879309042e-01,0.0000000000000000e+00,1.8786775364653115e-02,8.4466612033366369e-03,9.0746279327005297e-03,4.4423479330084614e-03,1.9973096611387575e-03,1.0990801187635258e-02,2.8707517007086534e-03,nan,2.1077489346757589e-01,0.0000000000000000e+00,-4.7861778580860985e+00,-4.7771032301533980e+00,2.3646143879309042e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5211976514840737e-02,3.7817964772261008e-02,9.9706603703959562e-03,1.4955990555593823e-02,0.0000000000000000e+00,0,0,1.9385269000000000e-02,
101,1.8739554657294665e-02,8.3197998525885771e-03,9.0996878076952115e-03,4.4190076262874411e-03,1.9619067619337793e-03,1.0690461666657422e-02,2.8329629914842563e-03,nan,2.1224653730342988e-01,0.0000000000000000e+00,-4.7959811873958094e+00,-4.7868814995881142e+00,2.3581177392426844e-01,0.0000000000000000e+00,1.8739554657294665e-02,8.3197998525885771e-03,9.0996878076952115e-03,4.4190076262874411e-03,1.9619067619337793e-03,1.0690461666657422e-02,2.8329629914842563e-03,nan,2.1224653730342988e-01,0.0000000000000000e+00,-4.7959811873958094e+00,-4.7868814995881142e+00,2.3581177392426844e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5110054087227763e-02,3.7665081130841611e-02,9.9192994682717472e-03,1.4878949202407510e-02,0.0000000000000000e+00,0,0,1.9538512000000001e-02,
102,2.6167345850444047e-02,8.0682842972220111e-03,8.9900364352804019e-03,6.1542660131271854e-03,1.8975698994630197e-03,1.1024012453165239e-02,2.7543707448380622e-03,nan,2.1349297597031736e-01,0.0000000000000000e+00,-4.8065625634124638e+00,-4.7975725269771834e+00,2.3518877490675083e-01,0.0000000000000000e+00,2.6167345850444047e-02,8.0682842972220111e-03,8.9900364352804019e-03,6.1542660131271854e-03,1.8975698994630197e-03,1.1024012453165239e-02,2.7543707448380622e-03,nan,2.1349297597031736e-01,0.0000000000000000e+00,-4.8065625634124638e+00,-4.7975725269771834e+00,2.3518877490675083e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4635425614854135e-02,3.6953138422281068e-02,9.7142890494803513e-03,1.4571433574220416e-02,0.0000000000000000e+00,0,0,1.9642372999999998e-02,
103,3.3429335261265722e-02,7.7032873490846202e-03,8.7531575346009305e-03,7.8425098513952296e-03,1.8071884005819439e-03,1.1801079215978021e-02,2.6387095006990724e-03,nan,2.1450650038593688e-01,0.0000000000000000e+00,-4.8177063790697954e+00,-4.8089532215351944e+00,2.3459963502422010e-01,0.0000000000000000e+00,3.3429335261265722e-02,7.7032873490846202e-03,8.7531575346009305e-03,7.8425098513952296e-03,1.8071884005819439e-03,1.1801079215978021e-02,2.6387095006990724e-03,nan,2.1450650038593688e-01,0.0000000000000000e+00,-4.8177063790697954e+00,-4.8089532215351944e+00,2.3459963502422010e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.3817304615569749e-02,3.5725956923354563e-02,9.3684247095375817e-03,1.4052637064306372e-02,0.0000000000000000e+00,0,0,1.9831497000000000e-02,
104,3.9654026224762710e-02,7.2372205194320954e-03,8.3993292134483255e-03,9.2810534960388047e-03,1.6938766929430749e-03,1.2809669891444967e-02,2.4901440671238834e-03,nan,2.1528495338563497e-01,0.0000000000000000e+00,-4.8291996717599410e+00,-4.8208003425464927e+00,2.3405072270424521e-01,0.0000000000000000e+00,3.9654026224762710e-02,7.2372205194320954e-03,8.3993292134483255e-03,9.2810534960388047e-03,1.6938766929430749e-03,1.2809669891444967e-02,2.4901440671238834e-03,nan,2.1528495338563497e-01,0.0000000000000000e+00,-4.8291996717599410e+00,-4.8208003425464927e+00,2.3405072270424521e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2689684772175964e-02,3.4034527158264043e-02,8.8959905743741796e-03,1.3343985861561158e-02,0.0000000000000000e+00,0,0,1.9938518999999998e-02,
105,4.4803734798032652e-02,6.6834538753298648e-03,7.9404694760558669e-03,1.0463800121396610e-02,1.5609039243553446e-03,1.3880904818460863e-02,2.3131452417082328e-03,nan,2.1583127294401197e-01,0.0000000000000000e+00,-4.8408357164675646e+00,-4.8328952469915087e+00,2.3354749706839348e-01,0.0000000000000000e+00,4.4803734798032652e-02,6.6834538753298648e-03,7.9404694760558669e-03,1.0463800121396610e-02,1.5609039243553446e-03,1.3880904818460863e-02,2.3131452417082328e-03,nan,2.1583127294401197e-01,0.0000000000000000e+00,-4.8408357164675646e+00,-4.8328952469915087e+00,2.3354749706839348e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1290047750802444e-02,3.1935071626203682e-02,8.3124081896575053e-03,1.2468612284486369e-02,0.0000000000000000e+00,0,0,2.0115386999999998e-02,
106,4.8864200379096230e-02,6.0559079038497131e-03,7.3901344981175399e-03,1.1389973745193932e-02,1.4115985014188093e-03,1.4899959911016543e-02,2.1123784359680315e-03,nan,2.1615288180685266e-01,0.0000000000000000e+00,-4.8524183050972596e+00,-4.8450281705991420e+00,2.3309444658520359e-01,0.0000000000000000e+00,4.8864200379096230e-02,6.0559079038497131e-03,7.3901344981175399e-03,1.1389973745193932e-02,1.4115985014188093e-03,1.4899959911016543e-02,2.1123784359680315e-03,nan,2.1615288180685266e-01,0.0000000000000000e+00,-4.8524183050972596e+00,-4.8450281705991420e+00,2.3309444658520359e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9658301205040682e-02,2.9487451807561255e-02,7.6337782540900623e-03,1.1450667381135204e-02,0.0000000000000000e+00,0,0,2.0220092000000002e-02,
107,5.1842699787531657e-02,5.3688111112070482e-03,6.7629240526265733e-03,1.2063539576530669e-02,1.2492957655446113e-03,1.5794420588112982e-02,1.8926353667530068e-03,nan,2.1626100864618333e-01,0.0000000000000000e+00,-4.8637648847204478e+00,-4.8570019606678212e+00,2.3269504917704903e-01,0.0000000000000000e+00,5.1842699787531657e-02,5.3688111112070482e-03,6.7629240526265733e-03,1.2063539576530669e-02,1.2492957655446113e-03,1.5794420588112982e-02,1.8926353667530068e-03,nan,2.1626100864618333e-01,0.0000000000000000e+00,-4.8637648847204478e+00,-4.8570019606678212e+00,2.3269504917704903e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7835960702981674e-02,2.6753941054472572e-02,6.8765425462247176e-03,1.0314813819336965e-02,0.0000000000000000e+00,0,0,2.0480222000000003e-02,
108,5.3765653707947975e-02,4.6363725791369144e-03,6.0737342879830791e-03,1.2492544571530151e-02,1.0772693550739065e-03,1.6520890066928754e-02,1.6587989303232290e-03,nan,2.1616997395928456e-01,0.0000000000000000e+00,-4.8747087044865163e+00,-4.8686349701985332e+00,2.3235176567161175e-01,0.0000000000000000e+00,5.3765653707947975e-02,4.6363725791369144e-03,6.0737342879830791e-03,1.2492544571530151e-02,1.0772693550739065e-03,1.6520890066928754e-02,1.6587989303232290e-03,nan,2.1616997395928456e-01,0.0000000000000000e+00,-4.8747087044865163e+00,-4.8686349701985332e+00,2.3235176567161175e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5865670884512066e-02,2.3798506326768012e-02,6.0571558727213759e-03,9.0857338090819528e-03,0.0000000000000000e+00,0,0,2.0607448000000000e-02,
109,5.4676157778962058e-02,3.8725395749109196e-03,5.3379972918801144e-03,1.2688479636652844e-02,8.9868493936667848e-04,1.7055158534075847e-02,1.4158900973372673e-03,nan,2.1589646526181755e-01,0.0000000000000000e+00,-4.8851015531910473e+00,-4.8797635558991672e+00,2.3206604399578049e-01,0.0000000000000000e+00,5.4676157778962058e-02,3.8725395749109196e-03,5.3379972918801144e-03,1.2688479636652844e-02,8.9868493936667848e-04,1.7055158534075847e-02,1.4158900973372673e-03,nan,2.1589646526181755e-01,0.0000000000000000e+00,-4.8851015531910473e+00,-4.8797635558991672e+00,2.3206604399578049e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3791257671715582e-02,2.0686886507573457e-02,5.1917904563845152e-03,7.7876856845768838e-03,0.0000000000000000e+00,0,0,2.0805961000000001e-02,
110,5.1953596707643664e-02,4.2336042078599959e-03,6.6374783375344748e-04,1.2242036525355798e-02,9.9758131546062723e-04,1.3387807789359999e-02,1.0359998000180049e-03,nan,2.0438907439731646e-01,0.0000000000000000e+00,-4.8895059197378421e+00,-4.8888421719040887e+00,2.3563405233029211e-01,0.0000000000000000e+00,5.1953596707643664e-02,4.2336042078599959e-03,6.6374783375344748e-04,1.2242036525355798e-02,9.9758131546062723e-04,1.3387807789359999e-02,1.0359998000180049e-03,nan,2.0438907439731646e-01,0.0000000000000000e+00,-4.8895059197378421e+00,-4.8888421719040887e+00,2.3563405233029211e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.4292683858242416e-03,8.1439025787363763e-03,3.7757827142788480e-03,5.6636740714182711e-03,1.3511843970299602e+00,1,0,2.0994704999999999e-02,
111,5.5034930706868684e-02,2.1160586747654641e-03,3.3541883055878685e-03,1.2972750242302426e-02,4.9879413552825214e-04,1.8836553564136264e-02,6.3475196179785471e-04,nan,2.0464204801868963e-01,0.0000000000000000e+00,-4.8832268345235850e+00,-4.8865810228291728e+00,2.3571848053009994e-01,0.0000000000000000e+00,5.5034930706868684e-02,2.1160586747654641e-03,3.3541883055878685e-03,1.2972750242302426e-02,4.9879413552825214e-04,1.8836553564136264e-02,6.3475196179785471e-04,nan,2.0464204801868963e-01,0.0000000000000000e+00,-4.8832268345235850e+00,-4.8865810228291728e+00,2.3571848053009994e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5237220264375807e-02,2.2855830396563661e-02,1.1663745520058902e-02,1.7495618280088353e-02,1.3511843970299602e+00,1,0,2.1166900999999998e-02,
112,6.0854774061021105e-02,1.0580087952900823e-03,2.4974059388283010e-03,1.4340495852601061e-02,2.4932096084456790e-04,1.5749417354361167e-02,3.8097422909956008e-04,nan,2.0445384316814311e-01,0.0000000000000000e+00,-4.8888044086661422e+00,-4.8863070027273139e+00,2.3565112308561639e-01,0.0000000000000000e+00,6.0854774061021105e-02,1.0580087952900823e-03,2.4974059388283010e-03,1.4340495852601061e-02,2.4932096084456790e-04,1.5749417354361167e-02,3.8097422909956008e-04,nan,2.0445384316814311e-01,0.0000000000000000e+00,-4.8888044086661422e+00,-4.8863070027273139e+00,2.3565112308561639e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3957146784632658e-02,2.0935720176948985e-02,1.0739988087112459e-02,1.6109982130668686e-02,1.3511843970299602e+00,1,0,2.1330702000000000e-02,
113,2.8410742202478783e-02,5.2889133273979489e-04,1.7420936743768323e-03,6.6959028628677635e-03,1.2465021025495626e-04,1.1332387610203077e-02,2.3764303979188604e-04,nan,2.0466381400883568e-01,0.0000000000000000e+00,-4.8837147225012414e+00,-4.8854568161756182e+00,2.3568208162768653e-01,0.0000000000000000e+00,2.8410742202478783e-02,5.2889133273979489e-04,1.7420936743768323e-03,6.6959028628677635e-03,1.2465021025495626e-04,1.1332387610203077e-02,2.3764303979188604e-04,nan,2.0466381400883568e-01,0.0000000000000000e+00,-4.8837147225012414e+00,-4.8854568161756182e+00,2.3568208162768653e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0207573076365760e-02,1.5311359614548627e-02,7.8335897466613666e-03,1.1750384619992050e-02,1.3511843970299602e+00,1,0,2.1538590999999999e-02,
114,3.1821380876734820e-02,3.6020437367660901e-04,1.1960618797157707e-03,7.4982962008396208e-03,8.4877494698535304e-05,7.7941537408768727e-03,1.7369118226896231e-04,nan,2.0457971966602670e-01,0.0000000000000000e+00,-4.8862337098266968e+00,-4.8850376479469810e+00,2.3563704635840485e-01,0.0000000000000000e+00,3.1821380876734820e-02,3.6020437367660901e-04,1.1960618797157707e-03,7.4982962008396208e-03,8.4877494698535304e-05,7.7941537408768727e-03,1.7369118226896231e-04,nan,2.0457971966602670e-01,0.0000000000000000e+00,-4.8862337098266968e+00,-4.8850376479469810e+00,2.3563704635840485e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.7829161408151538e-03,1.0174374211222711e-02,5.1384843619011761e-03,7.7077265428517651e-03,1.3511843970299602e+00,1,0,2.1728439000000002e-02,
115,1.5019203248698388e-02,3.3782571509549929e-04,6.3808855223879135e-04,3.5390837022797974e-03,7.9604321394952405e-05,5.5367341082673081e-03,1.5771449261683601e-04,nan,2.0469213798399433e-01,0.0000000000000000e+00,-4.8838380129617418e+00,-4.8844761015139806e+00,2.3563724677515804e-01,0.0000000000000000e+00,1.5019203248698388e-02,3.3782571509549929e-04,6.3808855223879135e-04,3.5390837022797974e-03,7.9604321394952405e-05,5.5367341082673081e-03,1.5771449261683601e-04,nan,2.0469213798399433e-01,0.0000000000000000e+00,-4.8838380129617418e+00,-4.8844761015139806e+00,2.3563724677515804e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.2794215571732349e-03,6.4191323357598159e-03,3.1962135144557409e-03,4.7943202716836109e-03,1.3511843970299602e+00,1,0,2.1948671999999999e-02,
116,1.6516407314837018e-02,3.2221333545214058e-04,5.7817788344571852e-04,3.8913489702608111e-03,7.5915088990911178e-05,4.3204060011132611e-03,1.6102190702994737e-04,nan,2.0468107887040529e-01,0.0000000000000000e+00,-4.8846565108571109e+00,-4.8840783329736652e+00,2.3560504994116577e-01,0.0000000000000000e+00,1.6516407314837018e-02,3.2221333545214058e-04,5.7817788344571852e-04,3.8913489702608111e-03,7.5915088990911178e-05,4.3204060011132611e-03,1.6102190702994737e-04,nan,2.0468107887040529e-01,0.0000000000000000e+00,-4.8846565108571109e+00,-4.8840783329736652e+00,2.3560504994116577e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.7572112696259772e-03,4.1358169044389487e-03,1.8783173828541950e-03,2.8174760742812922e-03,1.3511843970299602e+00,1,0,2.2142409000000002e-02,
117,1.0285991514486646e-02,2.8863165155478850e-04,1.3012546880286635e-04,2.4232656469509524e-03,6.7998419486382759e-05,3.7395400865937274e-03,1.7197037612361117e-04,nan,2.0475696090107842e-01,0.0000000000000000e+00,-4.8835200775701813e+00,-4.8836502030389841e+00,2.3558892145089358e-01,0.0000000000000000e+00,1.0285991514486646e-02,2.8863165155478850e-04,1.3012546880286635e-04,2.4232656469509524e-03,6.7998419486382759e-05,3.7395400865937274e-03,1.7197037612361117e-04,nan,2.0475696090107842e-01,0.0000000000000000e+00,-4.8835200775701813e+00,-4.8836502030389841e+00,2.3558892145089358e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.9373023448324631e-03,2.9059535172487336e-03,1.1270126865838078e-03,1.6905190298757116e-03,1.3511843970299602e+00,1,0,2.2271968999999999e-02,
